File,Date,speed_rpm,Current,Voltage,means,anomaly_score,is_anomaly,suggestion
MOTOR-DC_2020_12_02_17_59_16_Analogico.hdf5,"02/12/2020 17:59:16,038",9666.133416,2.777385,4.823357,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12620465932702318,False,
MOTOR-DC_2020_12_02_17_59_20_Analogico.hdf5,"02/12/2020 17:59:20,440",9653.865337,2.850587,4.813563,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10319113955227438,False,
MOTOR-DC_2020_12_02_17_59_25_Analogico.hdf5,"02/12/2020 17:59:24,844",9629.723369,2.713732,4.827465,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.13086477388623569,False,
MOTOR-DC_2020_12_02_17_59_29_Analogico.hdf5,"02/12/2020 17:59:29,243",9612.203507,2.85377,4.814195,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09956411357936873,False,
MOTOR-DC_2020_12_02_17_59_34_Analogico.hdf5,"02/12/2020 17:59:33,639",9553.639733,2.691453,4.82778,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12088753133743962,False,
MOTOR-DC_2020_12_02_17_59_38_Analogico.hdf5,"02/12/2020 17:59:38,040",9599.467711,2.459116,4.846737,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12798714095482888,False,
MOTOR-DC_2020_12_02_17_59_42_Analogico.hdf5,"02/12/2020 17:59:42,442",9511.378632,1.373819,4.913083,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.029558064691372676,True,Investigate sensor noise or unusual load.
MOTOR-DC_2020_12_02_17_59_47_Analogico.hdf5,"02/12/2020 17:59:46,840",9534.391412,2.484578,4.842945,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12171890185309692,False,
MOTOR-DC_2020_12_02_17_59_51_Analogico.hdf5,"02/12/2020 17:59:51,239",9564.736786,2.573693,4.834415,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.1261312153949885,False,
MOTOR-DC_2020_12_02_17_59_56_Analogico.hdf5,"02/12/2020 17:59:55,643",9581.095405,1.860771,4.880542,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.06498351549010162,False,
MOTOR-DC_2020_12_02_18_00_00_Analogico.hdf5,"02/12/2020 18:00:00,039",9576.375486,2.60552,4.832204,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12829867457787653,False,
MOTOR-DC_2020_12_02_18_00_04_Analogico.hdf5,"02/12/2020 18:00:04,441",9533.538462,2.68827,4.828728,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12105056060294733,False,
MOTOR-DC_2020_12_02_18_00_09_Analogico.hdf5,"02/12/2020 18:00:08,846",9629.067346,2.045367,4.863797,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.09840946445183091,False,
MOTOR-DC_2020_12_02_18_00_13_Analogico.hdf5,"02/12/2020 18:00:13,241",9582.595882,2.465482,4.843893,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.12654477702288774,False,
MOTOR-DC_2020_12_02_18_00_18_Analogico.hdf5,"02/12/2020 18:00:17,641",9583.882124,2.872866,4.820514,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.10057569191273219,False,
MOTOR-DC_2020_12_02_18_00_22_Analogico.hdf5,"02/12/2020 18:00:22,045",9582.809208,2.27452,4.855267,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11525449438873697,False,
MOTOR-DC_2020_12_02_18_00_26_Analogico.hdf5,"02/12/2020 18:00:26,448",9559.152564,2.73601,4.824621,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",-0.11980841496412381,False,
MOTOR-DC_2020_12_02_18_00_31_Analogico.hdf5,"02/12/2020 18:00:30,841",9557.206572,-0.03293,0.795186,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.2393736867567573,True,Inspect power wiring or battery health.
MOTOR-DC_2020_12_02_18_00_35_Analogico.hdf5,"02/12/2020 18:00:35,242",7200.0,0.008445,0.002189,"Current         2.010838
Voltage         3.824467
speed_rpm    8780.042676
dtype: float64",0.2419865434011399,True,Inspect power wiring or battery health.
